data ; tMin ; tMed ; tMax ; precipitacao ; estiagem* ; estiagemAgricola* ; urMin ; urMax ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
20/09/2018;"18,6";"22,15";"25,7";0;3;3;55;87;"2,36";"7,93";"1,4";89;23:00:00;"13,5";"17,9";"918,5";"921,8";"1,16";"48,54"
19/09/2018;"18,6";"24,15";"29,7";"0,4";2;2;40;90;"3,8";"16,24";"2,2";104;23:00:00;"13,2";"17,7";"917,2";"920,9";"2,12";"49,7"
18/09/2018;"17,5";"21,4";"25,3";"0,2";1;1;57;91;"2,34";"8,6";"0,8";249;23:00:00;"15,4";18;"916,4";"919,7";"1,31";"51,42"
17/09/2018;"18,5";"20,8";"23,1";13;0;0;65;91;"1,63";"7,69";"1,3";59;23:00:00;"15,5";"18,3";"916,2";"920,5";"1,63";"52,53"
16/09/2018;"16,6";"21,6";"26,6";"8,4";0;1;51;93;"2,85";"12,22";"0,6";156;23:00:00;"15,3";"18,6";"915,3";"920,1";"2,85";"41,16"
15/09/2018;"16,2";"19,05";"21,9";"25,6";0;0;56;92;"1,52";"6,08";"0,8";336;23:00:00;"12,6";"17,4";"915,7";"919,2";"1,52";"35,61"
14/09/2018;"15,9";"22,5";"29,1";0;28;38;33;79;"3,89";"20,42";"0,1";120;23:00:00;"10,5";"13,5";"914,2";"920,7";"0,46";"11,53"
13/09/2018;"16,6";"21,75";"26,9";0;27;37;39;78;"2,94";"21,93";"3,4";98;23:00:00;"10,3";"13,8";"917,6";"921,9";"0,35";"11,99"
12/09/2018;"17,2";"22,25";"27,3";0;26;36;40;75;"3,01";"18,28";"3,1";106;23:00:00;"11,9";"14,3";"918,7";"921,9";"0,38";"12,34"
11/09/2018;"17,4";"24,05";"30,7";0;25;35;20;63;"4,67";"21,49";"3,5";95;23:00:00;4;"12,7";"916,7";"920,7";"0,61";"12,72"
10/09/2018;"16,5";"22,8";"29,1";0;24;34;25;59;"3,78";"21,57";"3,5";86;23:00:00;"5,7";"11,7";918;"922,7";"0,51";"13,33"
09/09/2018;"15,1";"21,95";"28,8";0;23;33;17;67;"3,84";"24,41";"3,5";78;23:00:00;1;"9,9";"918,5";"923,6";"0,54";"13,84"
08/09/2018;14;"20,6";"27,2";0;22;32;18;76;"3,34";"24,11";"2,5";106;23:00:00;"0,4";"11,4";"919,6";"924,3";"0,49";"14,38"
07/09/2018;"15,7";"22,55";"29,4";0;21;31;19;76;4;"23,18";"2,3";84;23:00:00;"2,3";"12,5";"920,1";"924,9";"0,61";"14,87"
06/09/2018;"14,4";"21,45";"28,5";0;20;30;24;66;"3,79";"22,82";"2,4";108;23:00:00;"5,2";"11,6";"919,9";"924,4";"0,6";"15,48"
05/09/2018;"12,9";"20,05";"27,2";0;19;29;15;65;"3,47";"23,14";"5,3";142;23:00:00;"-2,9";8;"916,3";"920,9";"0,56";"16,08"
04/09/2018;"16,2";"21,35";"26,5";"0,4";18;28;25;90;"2,8";"19,13";"2,6";250;23:00:00;"3,4";"15,1";"913,4";"916,9";"0,81";"16,64"
03/09/2018;"18,2";"24,75";"31,3";0;17;27;25;69;"4,78";"19,78";"1,1";313;23:00:00;8;"12,9";"914,4";"919,6";"0,83";"17,05"
02/09/2018;"17,7";"23,05";"28,4";0;16;26;37;61;"3,29";"22,18";"2,4";108;23:00:00;10;"13,7";"917,2";921;"0,6";"17,88"
01/09/2018;"15,9";"23,15";"30,4";0;15;25;26;67;"4,74";"21,81";"2,4";98;23:00:00;"7,2";"11,7";"917,8";"921,7";"0,9";"18,48"
31/08/2018;16;"21,85";"27,7";0;14;24;28;75;"3,23";"22,33";"2,1";65;23:00:00;"6,5";"12,7";"918,2";"922,9";"0,63";"19,38"
30/08/2018;16;"21,35";"26,7";0;13;23;35;83;"2,87";"15,91";"2,9";89;23:00:00;"9,2";"14,2";"920,6";"925,3";"0,59";"20,01"
29/08/2018;"16,4";"20,7";25;0;12;22;42;80;"2,27";"17,5";"2,9";62;23:00:00;"10,5";"13,1";"923,3";"927,1";"0,47";"20,6"
28/08/2018;"13,5";"17,9";"22,3";0;11;21;51;87;"1,79";"11,46";"3,3";95;23:00:00;11;"13,2";"924,4";"927,4";"0,38";"21,07"
27/08/2018;17;"20,65";"24,3";"0,2";10;20;50;79;"2,01";"15,05";3;108;23:00:00;"12,3";15;"922,1";"925,7";"0,59";"21,45"
26/08/2018;"17,6";"23,25";"28,9";"0,2";9;19;33;79;"3,45";"16,43";"2,8";118;23:00:00;"10,1";"15,9";"920,7";"924,4";"0,92";"21,84"
25/08/2018;"16,8";"22,15";"27,5";0;8;18;32;75;"3,03";"13,9";1;127;23:00:00;"8,7";"14,3";"920,1";"923,8";"0,7";"22,56"
24/08/2018;"17,5";"22,5";"27,5";0;7;17;37;67;"2,94";"20,66";"1,2";95;23:00:00;"10,3";"13,7";"919,2";"923,5";"0,69";"23,26"
23/08/2018;"16,3";"21,55";"26,8";0;6;16;34;78;"2,83";"17,87";"1,9";107;23:00:00;"8,3";"13,8";"919,6";"923,4";"0,69";"23,95"
22/08/2018;"15,3";"20,85";"26,4";0;5;15;26;64;"2,8";"18,56";"1,7";100;23:00:00;"4,2";"12,2";"920,9";"925,6";"0,7";"24,64"
21/08/2018;"13,6";"19,8";26;0;4;14;28;73;"2,86";"20,12";"3,1";75;23:00:00;5;12;"922,5";"926,7";"0,73";"25,34"
20/08/2018;"15,4";"21,15";"26,9";0;3;13;26;78;"2,95";"20,99";"2,7";106;23:00:00;"4,1";12;923;"926,9";"0,79";"26,07"
19/08/2018;"15,2";"20,5";"25,8";0;2;12;34;80;"2,6";"18,38";"1,6";88;23:00:00;8;"13,5";"922,8";"926,5";"0,7";"26,86"
18/08/2018;15;"19,3";"23,6";"0,6";1;11;47;87;"1,96";"15,88";"2,6";69;23:00:00;11;"13,9";923;"926,6";"0,98";"27,56"
17/08/2018;"15,7";"19,65";"23,6";"8,4";0;10;49;89;"1,9";"9,88";"1,2";36;23:00:00;"11,5";"14,6";924;"927,5";"1,9";"27,94"
16/08/2018;"17,2";"20,7";"24,2";0;9;9;48;69;"1,92";"12,98";"2,6";113;23:00:00;"10,3";"13,4";"921,3";"925,3";"0,42";"21,44"
15/08/2018;"16,7";"23,3";"29,9";0;8;8;14;70;"3,9";"19,63";"2,5";100;23:00:00;"-0,7";"13,3";"918,6";"922,2";"0,87";"21,86"
14/08/2018;"11,8";20;"28,2";0;7;7;19;84;"3,87";"20,2";2;95;23:00:00;"1,8";"11,2";"918,4";"922,1";"0,89";"22,73"
13/08/2018;"10,5";"18,7";"26,9";0;6;6;26;84;"3,52";"20,14";"1,9";102;23:00:00;5;"10,4";"918,2";"922,3";"0,85";"23,62"
12/08/2018;"10,3";"19,2";"28,1";0;5;5;12;72;"4,6";"20,57";"3,4";140;23:00:00;"-5,9";"8,2";"918,8";"922,1";"1,15";"24,47"
11/08/2018;"13,2";"20,4";"27,6";0;4;4;12;74;"3,43";"20,72";"0,8";174;23:00:00;"-5,9";"14,8";"918,1";"921,4";"0,89";"25,62"
10/08/2018;"16,6";"22,15";"27,7";0;3;3;42;87;"3,04";"13,41";"0,2";155;23:00:00;"12,7";"16,4";"917,3";"920,5";"0,82";"26,51"
09/08/2018;"17,9";"21,65";"25,4";0;2;2;51;80;"2,17";"10,11";"0,2";58;23:00:00;"13,8";"15,7";"918,7";"923,3";"0,6";"27,33"
08/08/2018;"17,1";"22,75";"28,4";0;1;1;33;87;"3,23";"18,75";"2,3";90;23:00:00;"10,1";"16,3";"920,3";"925,1";"0,92";"27,93"
07/08/2018;"16,2";"21,05";"25,9";11;0;0;55;93;"2,48";"12,39";"3,4";106;23:00:00;"13,7";"17,3";"920,6";"924,2";"2,48";"28,85"
06/08/2018;"16,8";"21,15";"25,5";0;2;2;57;89;"2,29";"9,46";"1,5";66;23:00:00;"14,5";"17,6";"919,3";923;"0,47";"20,33"
05/08/2018;"14,9";"20,5";"26,1";"0,2";1;1;48;93;"2,67";"12,13";1;133;23:00:00;"13,5";"16,7";"917,4";"920,6";"0,72";"20,8"
04/08/2018;"16,2";"19,15";"22,1";18;0;0;68;92;"1,45";"7,32";"0,4";189;23:00:00;"14,2";"17,1";"917,1";"922,1";"1,45";"21,32"
03/08/2018;"15,2";"20,75";"26,3";"0,2";1;76;46;87;"2,69";"12,66";"3,3";127;23:00:00;"12,7";"15,4";917;"921,9";"0,32";"4,77"
02/08/2018;"17,2";"20,5";"23,8";2;0;75;55;88;"1,78";"9,58";"1,3";108;23:00:00;"13,6";"16,3";"919,4";"923,7";"1,78";"4,89"
01/08/2018;"15,4";"20,85";"26,3";"0,2";73;74;45;84;"2,67";"13,72";2;97;23:00:00;10;"14,3";918;"920,9";"0,31";"4,67"
31/07/2018;"15,1";"22,4";"29,7";0;72;73;28;81;"4,6";"13,21";"0,8";161;23:00:00;"7,5";"12,6";"917,5";"920,6";"0,23";"4,78"
30/07/2018;"14,2";"21,05";"27,9";0;71;72;27;80;"3,35";"17,68";"0,6";137;23:00:00;"6,6";12;918;"921,8";"0,17";"5,01"
29/07/2018;"14,9";"21,05";"27,2";0;70;71;24;75;"3,01";"17,89";"1,8";96;23:00:00;"4,7";12;"918,9";"923,5";"0,16";"5,18"
28/07/2018;"12,9";"19,85";"26,8";0;69;70;28;83;"3,1";"17,82";"2,3";99;23:00:00;"5,9";"11,1";"920,3";"924,8";"0,17";"5,34"
27/07/2018;"14,8";"20,15";"25,5";0;68;69;31;73;"2,46";"17,07";1;89;23:00:00;"6,5";"11,6";"921,5";"925,9";"0,13";"5,51"
26/07/2018;"12,5";"18,35";"24,2";0;67;68;35;83;"2,29";"16,78";"2,1";106;23:00:00;"6,7";12;"923,1";"927,1";"0,14";"5,64"
25/07/2018;"14,5";"19,75";25;0;66;67;29;71;"2,33";"17,82";"1,7";102;23:00:00;"4,2";"11,4";"923,8";"927,9";"0,13";"5,78"
24/07/2018;"12,6";"19,2";"25,8";0;65;66;35;85;"2,78";"17,78";"1,8";101;23:00:00;8;"13,1";"923,3";"926,9";"0,17";"5,91"
23/07/2018;"14,6";"19,75";"24,9";0;64;65;34;77;"2,28";"15,44";"1,5";106;23:00:00;"7,3";"12,6";"923,1";"926,8";"0,14";"6,08"
22/07/2018;"16,4";"20,9";"25,4";0;63;64;37;79;"2,25";"16,85";"1,8";93;23:00:00;"8,4";"13,6";"921,4";"925,1";"0,14";"6,22"
21/07/2018;14;"21,1";"28,2";0;62;63;28;83;"3,45";"17,28";"2,4";75;23:00:00;"7,2";"12,7";"919,5";"923,8";"0,22";"6,36"
20/07/2018;"13,3";20;"26,7";0;61;62;28;84;"2,99";"17,7";"2,2";112;23:00:00;"6,4";"12,2";"920,4";"923,9";"0,2";"6,58"
19/07/2018;"14,6";"20,5";"26,4";0;60;61;36;81;"2,74";"17,4";"1,5";37;23:00:00;"9,3";"13,2";"920,7";"924,8";"0,19";"6,78"
18/07/2018;"15,9";"20,55";"25,2";0;59;60;36;81;"2,23";"15,29";"2,2";93;23:00:00;"8,1";"13,2";"922,8";"926,2";"0,16";"6,97"
17/07/2018;"13,1";"19,75";"26,4";0;58;59;36;89;"2,9";"15,63";"2,3";101;23:00:00;9;"14,1";"923,3";"926,7";"0,21";"7,13"
16/07/2018;"12,9";"19,75";"26,6";0;57;58;35;84;"2,99";"15,96";1;68;23:00:00;"8,9";"12,4";"923,1";"926,3";"0,22";"7,34"
15/07/2018;"13,3";"19,9";"26,5";0;56;57;27;90;"2,9";"16,92";"0,9";35;23:00:00;"4,7";"13,3";"921,8";"925,3";"0,22";"7,56"
14/07/2018;"13,9";"20,15";"26,4";0;55;56;31;88;"2,8";"13,02";"2,7";94;23:00:00;"7,4";"13,6";"920,7";924;"0,22";"7,78"
13/07/2018;"15,3";"20,5";"25,7";0;54;55;39;83;"2,43";"14,41";"1,3";106;23:00:00;"9,6";"13,4";"921,3";"924,6";"0,2";8
12/07/2018;"12,7";"19,4";"26,1";0;53;54;35;86;"2,83";"14,58";"1,9";94;23:00:00;"7,5";"13,1";"921,2";"925,4";"0,24";"8,2"
11/07/2018;"14,8";"20,05";"25,3";"0,4";52;53;42;88;"2,35";"12,33";"1,2";104;23:00:00;9;"14,6";920;"923,1";"0,56";"8,44"
10/07/2018;"14,2";"21,05";"27,9";0;51;52;28;80;"3,28";"15,25";"1,5";257;23:00:00;"6,7";"12,3";"918,8";922;"0,29";"8,6"
09/07/2018;"13,9";"21,25";"28,6";0;50;51;24;87;"3,57";"16,07";"0,7";194;23:00:00;"5,6";"13,2";"919,5";"922,8";"0,32";"8,89"
08/07/2018;"14,5";"16,85";"19,2";0;49;50;55;76;"0,96";0;"0,1";99;06:00:00;"9,8";"10,8";"921,1";922;"0,09";"9,21"
07/07/2018;"13,5";"16,85";"20,2";0;48;49;49;80;"1,2";0;"1,8";104;09:00:00;9;"10,5";"921,7";"923,1";"0,11";"9,3"
06/07/2018;"13,1";"20,05";27;0;47;48;25;85;"3,08";"16,78";"2,4";117;23:00:00;"4,5";"12,1";"920,7";"924,8";"0,3";"9,41"
05/07/2018;"16,1";"20,95";"25,8";0;46;47;34;74;"2,36";"14,31";"1,5";109;23:00:00;"7,6";13;"921,3";"924,8";"0,23";"9,71"
04/07/2018;"13,8";"20,4";27;0;45;46;29;87;"2,99";"16,5";"1,6";108;23:00:00;"6,7";"13,2";"919,9";"923,2";"0,3";"9,94"
03/07/2018;"13,5";"20,8";"28,1";0;44;45;25;90;"3,42";"15,06";"1,9";61;23:00:00;"4,4";"14,1";"918,8";"921,9";"0,36";"10,24"
02/07/2018;14;"20,8";"27,6";0;43;44;28;89;"3,18";"15,14";"0,3";61;23:00:00;"6,4";"13,6";"918,6";922;"0,34";"10,6"
01/07/2018;"18,3";"19,6";"20,9";0;42;43;60;69;"1,03";0;"1,5";100;03:00:00;"12,4";"12,8";920;"920,6";"0,11";"10,94"
30/06/2018;"17,4";"18,05";"18,7";0;41;42;61;71;"0,72";0;"1,6";93;02:00:00;"11,1";"12,2";"921,3";"921,7";"0,08";"11,05"
29/06/2018;"15,9";"19,9";"23,9";0;40;41;38;70;"1,85";"13,88";"2,4";98;23:00:00;"7,8";"11,8";"920,5";"924,7";"0,21";"11,13"
28/06/2018;"15,4";"18,1";"20,8";0;39;40;60;80;"1,19";0;"1,4";106;04:00:00;"11,6";"12,9";"922,3";"923,7";"0,14";"11,34"
27/06/2018;"17,2";"22,05";"26,9";0;38;39;27;77;"2,58";"11,49";2;86;23:00:00;"4,8";"14,2";"920,5";"923,7";"0,3";"11,48"
26/06/2018;"18,3";"22,6";"26,9";0;37;38;33;79;"2,47";"11,36";"2,3";106;23:00:00;"8,6";"15,2";"919,1";"922,8";"0,29";"11,78"
25/06/2018;"14,1";"19,95";"25,8";0;36;37;39;90;"2,56";"14,36";"1,7";104;23:00:00;"10,2";14;920;"923,4";"0,31";"12,07"
24/06/2018;"18,3";"22,25";"26,2";0;35;36;40;76;"2,26";"7,73";"1,2";98;23:00:00;"10,9";"14,8";"921,2";"924,4";"0,29";"12,38"
23/06/2018;"17,4";"22,35";"27,3";0;34;35;32;73;"2,68";"14,62";"2,4";99;23:00:00;"8,7";"14,5";"920,6";"923,9";"0,34";"12,67"
22/06/2018;"13,4";"20,45";"27,5";0;33;34;27;89;"3,2";"15,6";"1,4";83;23:00:00;"5,8";"12,8";"920,9";"924,4";"0,43";"13,01"
21/06/2018;"11,9";"19,25";"26,6";0;32;33;31;91;"3,06";"16,22";1;171;23:00:00;"6,8";"12,2";"922,7";"926,1";"0,41";"13,44"
20/06/2018;15;"20,3";"25,6";0;31;32;42;82;"2,4";"15,89";"2,6";92;23:00:00;"10,2";"12,9";"924,1";"927,7";"0,34";"13,85"
19/06/2018;14;18;22;0;30;31;58;89;"1,54";"8,95";"2,4";80;23:00:00;"11,8";14;"925,8";"927,8";"0,22";"14,19"
18/06/2018;"13,1";"18,75";"24,4";0;29;30;43;92;"2,24";"13,98";"0,7";49;23:00:00;"10,6";"14,1";"925,2";"927,9";"0,33";"14,41"
17/06/2018;"14,2";"19,7";"25,2";0;28;29;43;89;"2,36";"12,12";"1,4";94;23:00:00;"11,3";"14,5";"924,7";"927,9";"0,35";"14,74"
16/06/2018;"16,5";"21,2";"25,9";0;27;28;39;75;"2,35";"15,84";"2,1";87;23:00:00;10;14;"923,3";"926,4";"0,36";"15,09"
15/06/2018;"18,3";"22,15";26;0;26;27;44;80;"2,2";"13,49";"2,1";101;23:00:00;"12,5";"15,4";"922,3";"926,2";"0,34";"15,45"
14/06/2018;"16,1";"22,9";"29,7";0;25;26;32;90;"3,69";"14,27";"1,9";62;23:00:00;"10,6";"16,4";"920,2";"923,7";"0,59";"15,79"
13/06/2018;"15,7";"22,35";29;0;24;25;33;90;"3,48";16;1;60;23:00:00;"10,5";"15,6";"919,3";"922,9";"0,58";"16,38"
12/06/2018;16;"21,5";27;0;23;24;;;"2,74";"11,42";"1,4";244;23:00:00;;;;;"0,47";"16,96"
11/06/2018;"16,5";"21,35";"26,2";0;22;23;48;85;"2,44";"12,64";1;30;23:00:00;"13,4";"15,8";"919,9";"923,9";"0,44";"17,43"
10/06/2018;"17,2";"21,75";"26,3";0;21;22;49;84;"2,4";"14,57";"2,4";95;23:00:00;14;16;921;"924,4";"0,43";"17,87"
09/06/2018;"15,3";21;"26,7";0;20;21;55;91;"2,72";"12,25";"2,5";98;23:00:00;"13,6";"17,4";"921,4";"924,4";"0,5";"18,3"
08/06/2018;"16,3";"21,35";"26,4";0;19;20;41;91;"2,52";"12,57";"0,5";161;23:00:00;"11,9";"16,2";"919,8";"922,5";"0,48";"18,8"
07/06/2018;"15,8";"21,55";"27,3";0;18;19;44;87;"2,87";"11,05";"0,2";220;23:00:00;"13,2";"16,3";"918,6";"921,7";"0,57";"19,28"
06/06/2018;"15,4";21;"26,6";0;17;18;44;90;"2,69";"14,23";"0,1";63;23:00:00;"12,8";"15,6";"916,5";"920,1";"0,54";"19,85"
05/06/2018;"15,6";"20,6";"25,6";0;16;17;44;81;"2,36";"15,36";"1,6";82;23:00:00;12;"14,8";"917,8";"923,6";"0,48";"20,39"
04/06/2018;"17,3";21;"24,7";0;15;16;51;80;"1,95";"11,58";"1,6";105;23:00:00;"12,1";"14,9";"922,2";"925,3";"0,41";"20,87"
03/06/2018;"13,6";"21,2";"28,8";0;14;15;32;88;"3,69";"14,86";"1,6";102;23:00:00;"9,4";"14,7";921;"924,3";"0,8";"21,28"
02/06/2018;"13,1";"20,15";"27,2";0;13;14;31;91;"3,16";"15,75";"0,4";186;22:00:00;"7,6";"14,2";"920,3";"923,5";"0,71";"22,08"
01/06/2018;"15,8";"20,3";"24,8";0;12;13;36;76;"2,11";"11,24";"0,5";104;23:00:00;8;"13,4";"918,9";"922,4";"0,49";"22,79"
31/05/2018;"12,7";"18,55";"24,4";0;11;12;33;89;"2,3";"13,67";"1,6";103;23:00:00;"6,5";"12,3";"918,8";"922,9";"0,54";"23,28"
30/05/2018;"12,5";15;"17,5";0;10;11;65;86;"0,79";0;0;116;05:00:00;"10,2";"11,3";"924,1";925;"0,19";"23,82"
29/05/2018;"13,9";"18,9";"23,9";0;9;10;40;81;"2,05";"16,67";"1,6";93;23:00:00;"8,6";"12,5";"923,3";"927,2";"0,5";"24,01"
28/05/2018;"12,4";"18,55";"24,7";0;8;9;33;89;"2,42";"17,55";"1,9";69;23:00:00;"6,9";"13,1";"923,4";"926,8";"0,6";"24,51"
27/05/2018;"13,9";"19,4";"24,9";0;7;8;43;89;"2,34";"16,37";"2,4";79;23:00:00;"10,4";"13,9";"922,9";"926,3";"0,59";"25,11"
26/05/2018;"13,4";"19,05";"24,7";0;6;7;52;92;"2,33";"13,71";"2,9";80;22:00:00;"11,6";"14,9";"921,6";"925,3";"0,61";"25,7"
25/05/2018;"15,3";"19,5";"23,7";0;5;6;54;83;"1,88";"13,63";"2,3";84;23:00:00;"12,3";"14,7";"922,1";"925,5";"0,5";"26,31"
24/05/2018;"14,8";"19,7";"24,6";0;4;5;52;86;"2,17";"13,15";"2,3";102;23:00:00;"12,1";"14,9";"923,2";"926,3";"0,59";"26,81"
23/05/2018;"13,7";"20,4";"27,1";0;3;4;30;92;"3,08";"17,81";1;80;23:00:00;"6,5";"14,8";"920,9";"924,1";"0,85";"27,4"
22/05/2018;"9,8";18;"26,2";0;2;3;34;88;"3,23";"18,05";1;106;23:00:00;"6,4";"13,5";"919,4";"922,9";"0,93";"28,25"
21/05/2018;"8,7";"16,55";"24,4";"0,2";1;2;21;92;"2,74";"18,47";"0,3";88;23:00:00;"0,2";"9,9";918;921;"0,95";"29,18"
20/05/2018;"12,5";"15,8";"19,1";1;0;1;45;93;"1,07";"8,95";0;175;23:00:00;6;"15,8";915;"918,1";"1,02";"29,93"
19/05/2018;"17,4";23;"28,6";10;0;0;46;90;"3,19";"12,51";"2,9";260;23:00:00;"14,7";"19,8";"915,5";"919,2";"3,19";"29,95"
18/05/2018;"18,8";"22,9";27;0;36;56;47;82;"2,5";"12,13";"2,3";98;23:00:00;"14,2";"17,5";"917,8";"921,8";"0,58";"23,14"
17/05/2018;"16,8";"21,7";"26,6";0;35;55;54;90;"2,59";"13,77";"0,8";106;23:00:00;"14,5";"17,5";"918,1";"921,4";"0,63";"23,72"
16/05/2018;"17,3";"22,65";28;0;34;54;42;85;"3,01";"16,86";"2,3";110;23:00:00;"13,1";"16,4";"917,7";"921,7";"0,74";"24,35"
15/05/2018;"18,1";"22,3";"26,5";0;33;53;44;80;"2,43";"13,66";"1,2";111;23:00:00;"12,5";"15,8";"919,3";"923,3";"0,62";"25,09"
14/05/2018;19;"22,85";"26,7";0;32;52;45;79;"2,4";"15,3";"2,3";92;23:00:00;"12,9";"16,6";"919,4";"922,9";"0,62";"25,71"
13/05/2018;"17,4";"22,85";"28,3";0;31;51;32;82;"3,11";"11,85";2;87;23:00:00;"9,5";"16,3";918;"921,1";"0,83";"26,33"
12/05/2018;"15,4";"22,25";"29,1";0;30;50;31;90;"3,67";"17,3";"0,2";215;23:00:00;"9,5";"15,8";"917,3";"921,5";"1,02";"27,16"
11/05/2018;"14,5";"21,1";"27,7";0;29;49;36;85;"3,25";"18,08";"1,2";108;23:00:00;"10,2";"14,7";919;"923,4";"0,93";"28,18"
10/05/2018;"12,9";"18,95";25;0;28;48;45;90;"2,52";"18,34";"1,7";79;23:00:00;11;"14,4";"920,3";"923,9";"0,74";"29,11"
09/05/2018;"14,8";"20,15";"25,5";0;27;47;47;89;"2,48";"12,35";"1,5";134;23:00:00;"12,1";"15,5";921;"924,3";"0,75";"29,85"
08/05/2018;"14,9";"20,45";26;0;26;46;47;88;"2,64";"12,06";"2,9";131;23:00:00;"12,3";16;"920,2";"923,5";"0,82";"30,6"
07/05/2018;"15,7";"20,8";"25,9";0;25;45;43;87;"2,52";"12,9";3;127;23:00:00;"11,4";"15,6";921;"924,4";"0,8";"31,42"
06/05/2018;"15,6";"21,7";"27,8";"0,2";24;44;42;91;"3,18";"14,91";"1,3";100;23:00:00;"13,2";"17,1";"920,7";"924,4";"1,18";"32,22"
05/05/2018;"17,9";"23,15";"28,4";0;23;43;37;82;"3,13";"18,94";"1,7";87;23:00:00;"11,2";"15,9";"920,8";"923,9";"1,05";"33,2"
04/05/2018;"16,6";"22,4";"28,2";0;22;42;36;81;"3,22";"18,76";"2,8";81;23:00:00;"10,3";"15,1";"919,8";"923,6";"1,12";"34,25"
03/05/2018;"16,6";"22,55";"28,5";0;21;41;31;70;"3,33";"18,97";"2,3";88;23:00:00;"8,1";"14,2";"920,2";"923,8";"1,2";"35,37"
02/05/2018;"13,9";"20,9";"27,9";0;20;40;22;83;"3,45";"19,88";"1,9";124;23:00:00;"3,7";"13,7";"920,6";"924,1";"1,29";"36,57"
01/05/2018;"14,9";"21,65";"28,4";0;19;39;30;84;"3,52";"17,18";"2,1";100;23:00:00;7;"13,8";"919,9";"923,6";"1,35";"37,86"
30/04/2018;17;"22,1";"27,2";0;18;38;36;74;"2,84";"19,51";"2,1";109;23:00:00;"9,9";"14,4";"919,5";"923,8";"1,13";"39,21"
29/04/2018;"16,3";"21,5";"26,7";0;17;37;41;86;"2,75";"18,55";"2,3";104;23:00:00;"11,7";"16,2";"919,9";924;"1,13";"40,34"
28/04/2018;"17,3";"22,45";"27,6";0;16;36;38;87;"2,95";"16,27";"2,1";86;23:00:00;"11,5";"16,6";"920,2";"924,3";"1,24";"41,47"
27/04/2018;"18,5";"23,2";"27,9";0;15;35;40;81;"2,92";"19,59";"1,9";82;23:00:00;"12,3";"16,9";"919,7";"923,3";"1,26";"42,71"
26/04/2018;"17,5";"22,5";"27,5";0;14;34;43;87;"2,9";"19,15";"2,3";85;20:00:00;"13,4";"17,6";"919,2";"923,5";"1,3";"43,97"
25/04/2018;"16,9";"21,35";"25,8";0;13;33;50;89;"2,42";"11,37";"2,9";98;23:00:00;"13,8";"16,5";"921,1";"924,2";"1,11";"45,27"
24/04/2018;"17,3";"21,6";"25,9";0;12;32;51;83;"2,41";"11,6";"3,2";77;23:00:00;"13,7";"16,6";"920,6";"923,6";"1,13";"46,38"
23/04/2018;16;21;26;0;11;31;;;"2,58";;;;;;;;;"1,24";"47,51"
22/04/2018;"16,8";"21,15";"25,5";0;;;46;81;;"16,59";"3,5";78;23:00:00;"11,3";"15,1";"918,9";"922,1";;
21/04/2018;"17,5";"21,3";"25,1";0;;;50;79;;"14,55";"2,7";92;23:00:00;"13,1";"15,8";"918,3";"921,4";;
20/04/2018;15;"21,15";"27,3";0;;;34;88;;"17,63";"2,7";94;23:00:00;"9,9";"15,3";919;"923,9";;
19/04/2018;"14,9";"19,75";"24,6";0;;;49;86;;"15,52";"1,5";98;23:00:00;"12,1";"15,4";"922,1";"925,3";;
18/04/2018;"14,7";"19,8";"24,9";0;;;45;84;;"18,9";"3,2";66;23:00:00;"10,6";15;"923,1";"926,7";;
17/04/2018;"17,2";21;"24,8";0;;;45;77;;"16,85";"2,9";138;23:00:00;"10,4";"14,2";922;"924,7";;
16/04/2018;"18,9";"21,65";"24,4";"0,2";;;59;80;;"11,46";"5,7";136;23:00:00;"13,4";"18,2";"920,7";"923,7";;
15/04/2018;"19,3";"23,35";"27,4";0;;;50;81;;"11,5";"0,5";44;23:00:00;"13,9";"18,5";921;924;;
14/04/2018;"16,5";"22,9";"29,3";0;;;40;90;;"18,93";2;113;23:00:00;"12,8";"17,3";"920,9";"924,6";;
13/04/2018;18;"22,35";"26,7";"0,2";;;50;84;;"15,7";"2,6";92;23:00:00;"14,2";"17,9";"920,5";"923,5";;
12/04/2018;"17,9";"22,2";"26,5";"1,4";;;51;78;;"12,1";"2,7";94;23:00:00;"10,9";"17,1";"920,3";"923,1";;
11/04/2018;"18,2";"22,4";"26,6";0;;;45;82;;"17,6";"2,8";98;23:00:00;"12,7";"16,1";"919,1";"922,4";;
10/04/2018;"19,1";"23,05";27;0;;;44;82;;"20,69";"3,1";112;23:00:00;"13,2";"16,7";919;"922,3";;
09/04/2018;"18,9";"22,95";27;0;;;47;84;;"16,74";"1,5";77;23:00:00;"14,3";"18,8";"917,9";"921,7";;
08/04/2018;"19,3";"23,5";"27,7";0;;;49;85;;"17,16";"2,5";109;23:00:00;"15,3";"18,2";"917,3";"921,1";;
07/04/2018;"18,6";"23,55";"28,5";0;;;45;84;;"16,64";"2,8";77;23:00:00;"14,9";"18,4";"916,4";"919,7";;
06/04/2018;"19,3";"22,7";"26,1";"0,4";;;50;92;;"12,7";"3,2";92;23:00:00;"14,4";"19,2";915;918;;
