data ; tMin ; tMed ; tMax ; precipitacao ; estiagem* ; estiagemAgricola* ; urMin ; urMax ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
31/12/2019;"18,8";"24,35";"29,9";0;2;2;37;79;"4,31";"26,12";"2,1";88;23:00:00;"12,9";"18,7";"913,2";"916,9";4;"90,91"
30/12/2019;"18,1";"23,7";"29,3";0;1;1;32;84;"4,14";"23,64";"3,2";115;23:00:00;"10,9";"18,5";"913,4";"917,7";"4,02";"94,91"
29/12/2019;"18,8";"24,1";"29,4";"13,6";0;0;40;90;"4,08";"19,43";"0,9";117;23:00:00;"13,7";"19,7";"914,9";919;"4,08";"98,93"
28/12/2019;"19,7";"24,15";"28,6";6;0;4;44;88;"3,6";"20,6";"1,5";90;23:00:00;"13,4";"19,1";"916,9";"920,7";"3,6";"89,41"
27/12/2019;"19,9";"24,5";"29,1";0;3;3;40;83;"3,78";"23,96";"2,1";105;23:00:00;12;"18,2";"918,1";"921,8";"3,36";"87,01"
26/12/2019;"20,8";"25,6";"30,4";0;2;2;37;79;"4,23";"23,39";"2,3";95;23:00:00;"12,8";"19,5";"916,6";"920,8";"3,9";"90,37"
25/12/2019;"17,4";"23,85";"30,3";0;1;1;36;91;"4,73";"29,71";"2,2";109;23:00:00;"13,3";"18,6";"915,5";"919,4";"4,57";"94,27"
24/12/2019;"17,6";"21,1";"24,6";"16,2";0;0;65;91;"2,37";"8,93";"0,6";79;23:00:00;"16,1";"20,6";"916,2";"920,9";"2,37";"98,84"
23/12/2019;19;"22,45";"25,9";"19,6";0;0;59;91;"2,65";"13,8";"0,3";65;22:00:00;"16,9";"20,2";"916,4";"920,1";"2,65";"85,01"
22/12/2019;"20,3";"26,6";"32,9";0;3;10;34;84;"5,05";"28,04";3;114;23:00:00;"13,6";19;"914,5";"918,5";"3,52";"68,06"
21/12/2019;20;"24,6";"29,2";"0,4";2;9;46;91;"3,82";"17,05";2;105;23:00:00;"15,6";"20,9";916;"919,4";"2,89";"71,58"
20/12/2019;"19,7";"25,2";"30,7";"0,4";1;8;42;88;"4,55";"25,06";"2,6";92;23:00:00;"15,6";"19,8";"915,4";"920,7";"3,54";"74,07"
19/12/2019;"19,9";"25,2";"30,5";5;0;7;43;89;"4,42";"16,91";2;166;23:00:00;"15,8";"19,5";"916,9";"919,9";"4,42";"77,21"
18/12/2019;"20,8";"26,6";"32,4";0;6;6;28;70;"4,85";"26,99";"2,9";117;23:00:00;"10,8";"18,1";"914,7";"918,3";"3,81";"76,63"
17/12/2019;"20,3";"25,75";"31,2";0;5;5;28;78;"4,7";"29,48";"1,7";55;23:00:00;"10,1";"18,8";"914,2";"918,8";"3,87";"80,44"
16/12/2019;"18,7";"24,35";30;0;4;4;26;77;"4,38";"30,21";"2,5";88;23:00:00;"7,9";"17,1";"915,5";"921,1";"3,77";"84,31"
15/12/2019;"20,2";"24,6";29;0;3;3;32;77;"3,7";"29,37";"2,6";79;23:00:00;"10,2";"16,2";"919,3";"922,7";"3,32";"88,08"
14/12/2019;"18,9";"24,55";"30,2";0;2;2;43;88;"4,44";"25,52";2;113;23:00:00;15;"19,8";918;"922,2";"4,15";"91,4"
13/12/2019;"18,5";"24,9";"31,3";"0,2";1;1;39;92;"4,75";"27,3";"2,8";266;23:00:00;"14,9";"20,3";"914,3";"919,5";"4,65";"95,55"
12/12/2019;"19,1";"23,15";"27,2";"35,4";0;0;61;92;"3,11";"15,13";"0,8";41;23:00:00;"17,3";"21,1";"914,3";"916,7";"3,11";100
11/12/2019;"19,4";"23,7";28;"10,4";0;0;56;92;"3,39";"13,08";"1,1";245;23:00:00;"17,2";"20,6";913;"918,2";"3,39";100
10/12/2019;"19,7";"22,65";"25,6";"6,2";0;3;68;91;"2,47";"9,08";"0,7";138;23:00:00;"17,5";"20,3";916;"919,3";"2,47";"98,55"
09/12/2019;"18,3";23;"27,7";"0,2";2;2;55;84;"3,41";"16,22";"1,7";93;23:00:00;"15,5";"19,8";"915,5";"919,6";"3,29";"94,82"
08/12/2019;"18,5";"21,3";"24,1";0;1;1;64;90;"2,11";"13,88";"3,1";93;23:00:00;"15,2";"18,4";916;"919,3";"2,09";"97,91"
07/12/2019;"20,3";"23,45";"26,6";"16,2";0;0;66;92;"2,74";"8,27";"1,6";113;23:00:00;"18,4";"21,2";"913,7";"916,9";"2,74";100
06/12/2019;"19,4";"24,15";"28,9";20;0;0;54;92;"3,76";"15,49";"0,1";292;23:00:00;"17,4";"21,5";"912,3";"917,4";"3,76";100
05/12/2019;"19,3";"23,3";"27,3";"5,2";0;3;65;91;"3,12";"14,05";"0,1";30;23:00:00;"17,4";"22,7";"913,7";"918,8";"3,12";"99,08"
04/12/2019;"18,6";23;"27,4";"0,2";1;2;56;89;"3,25";"21,46";"2,9";100;23:00:00;"16,1";"19,2";"915,7";"919,1";"3,2";97
03/12/2019;"19,2";"22,3";"25,4";"5,2";0;1;65;91;"2,45";"14,08";"3,4";94;22:00:00;17;"19,6";"914,5";"917,6";"2,45";100
02/12/2019;"19,2";"24,65";"30,1";"46,6";0;0;49;92;"4,32";"18,28";"2,5";22;23:00:00;17;"20,8";"913,1";"918,1";"4,32";100
01/12/2019;"19,7";"24,55";"29,4";"4,4";0;2;47;92;"3,92";"18,36";"2,1";260;22:00:00;"16,6";"21,3";"913,9";"918,7";"3,92";100
30/11/2019;"19,4";"23,85";"28,3";"6,4";0;1;52;91;"3,49";"17,56";"0,8";52;23:00:00;"16,5";"21,3";"914,3";"918,8";"3,49";100
29/11/2019;"19,6";"23,15";"26,7";"14,2";0;0;62;91;"2,84";"11,69";3;94;23:00:00;"17,2";"20,1";"914,3";"917,5";"2,84";100
28/11/2019;"18,7";"25,3";"31,9";8;0;4;40;88;"4,91";"21,45";"1,4";244;23:00:00;"15,2";"22,6";"912,5";"916,8";"4,91";"92,36"
27/11/2019;"17,5";"23,7";"29,9";0;3;3;39;80;"4,48";"27,88";"1,3";31;23:00:00;"13,9";"17,5";"914,3";"919,4";"4,09";"89,27"
26/11/2019;"18,1";"23,5";"28,9";0;2;2;45;82;"3,92";"27,27";"3,1";101;23:00:00;"14,5";18;"915,4";"919,8";"3,73";"93,36"
25/11/2019;"17,1";"21,9";"26,7";"0,2";1;1;54;87;"3,15";"21,18";"2,8";98;23:00:00;"13,7";18;"914,9";"918,9";"3,11";"97,09"
24/11/2019;"18,6";"22,8";27;35;0;0;55;92;"3,07";"13,72";"1,7";87;23:00:00;"16,4";"20,6";914;"917,5";"3,07";100
23/11/2019;"17,9";"24,05";"30,2";"38,4";0;0;44;92;"4,54";"20,25";"0,6";341;23:00:00;"15,8";"20,6";"912,8";"918,3";"4,54";100
22/11/2019;"18,8";"23,65";"28,5";"0,6";2;4;48;84;"3,63";"15,79";"1,3";44;23:00:00;"15,5";"19,2";"914,3";"919,4";"3,14";"82,52"
21/11/2019;"19,2";"23,95";"28,7";0;1;3;44;80;"3,66";"20,45";"4,3";93;23:00:00;"14,6";"17,8";916;"920,6";"3,17";"85,06"
20/11/2019;"19,2";"21,6";24;"1,8";0;2;59;90;"1,99";"8,88";"2,5";101;23:00:00;15;"19,1";"917,5";"920,8";"1,97";"88,23"
19/11/2019;"18,7";"23,7";"28,7";4;0;1;49;91;"3,72";"15,84";"0,3";28;23:00:00;"16,2";"19,7";917;"920,5";"3,72";"88,4"
18/11/2019;"18,8";"20,8";"22,8";"30,8";0;0;75;91;"1,69";"5,29";1;85;22:00:00;"16,8";"19,9";"915,7";"919,8";"1,69";"88,12"
17/11/2019;"19,4";"23,6";"27,8";0;1;2;54;85;"3,25";"15,89";"2,8";90;23:00:00;"16,2";"19,2";"913,1";"916,2";"1,95";"59,01"
16/11/2019;"18,8";"23,65";"28,5";"1,8";0;1;50;92;"3,61";"19,49";"2,5";101;23:00:00;"16,4";"19,5";"910,9";"915,2";"2,91";"60,96"
15/11/2019;19;"22,2";"25,4";30;0;0;65;92;"2,43";"7,86";"0,3";340;23:00:00;"16,8";"19,7";"911,9";917;"2,43";"62,07"
14/11/2019;20;"25,4";"30,8";"7,2";0;13;42;89;"4,45";"13,72";"2,2";104;23:00:00;"15,7";"21,3";"913,6";"918,4";"4,45";"34,5"
13/11/2019;"19,9";"25,25";"30,6";"1,4";0;12;39;87;"4,37";"21,18";"1,1";184;23:00:00;"14,3";19;"915,4";"919,9";"2,36";"31,75"
12/11/2019;"20,7";"24,15";"27,6";0;4;11;50;72;"2,99";"15,75";4;139;22:00:00;"14,9";"17,6";"916,3";"919,8";"0,99";"32,71"
11/11/2019;"21,5";"28,3";"35,1";0;3;10;21;70;"5,51";"26,62";"3,9";151;23:00:00;"9,2";"16,4";"912,8";"917,8";"1,91";"33,7"
10/11/2019;"20,1";"27,35";"34,6";0;2;9;24;82;"5,51";"26,3";"2,1";147;23:00:00;"10,2";"18,3";"914,9";"918,9";"2,02";"35,61"
09/11/2019;"19,5";"26,65";"33,8";0;1;8;29;89;"5,36";"26,99";"4,3";160;23:00:00;13;"19,3";"913,3";"918,4";"2,07";"37,63"
08/11/2019;"20,6";"26,85";"33,1";"9,8";0;7;31;88;"5,08";"21,55";"1,6";47;23:00:00;"12,8";"19,1";"912,6";"917,3";"5,08";"39,7"
07/11/2019;"22,3";"26,8";"31,3";"0,2";1;6;36;74;"4,29";"23,55";2;79;22:00:00;"13,7";"18,6";"914,2";"919,9";"1,66";"34,98"
06/11/2019;"21,6";"28,25";"34,9";"1,2";0;5;28;81;"5,46";"22,3";"2,3";114;23:00:00;"12,5";"20,1";"913,7";"918,3";"2,79";"36,44"
05/11/2019;"21,5";"28,45";"35,4";"1,2";0;4;28;83;"5,58";"21,55";"0,6";340;23:00:00;12;"20,4";"914,1";"918,4";"2,9";"38,03"
04/11/2019;"20,9";"27,95";35;0;3;3;21;71;"5,54";"29,26";"1,9";99;23:00:00;"8,5";"16,8";"912,5";"917,1";"2,26";"39,73"
03/11/2019;"19,5";"25,9";"32,3";0;2;2;30;78;"4,95";"27,73";"0,8";19;23:00:00;"11,4";"16,6";"913,2";"919,2";"2,13";"41,99"
02/11/2019;"18,5";"23,8";"29,1";"0,2";1;1;43;89;"3,84";"17,74";"3,9";82;23:00:00;"14,6";"17,6";"916,5";"920,6";"1,84";"44,12"
01/11/2019;"18,7";"24,8";"30,9";"10,6";0;0;40;90;"4,6";"14,37";"1,6";146;22:00:00;"14,8";"18,6";"917,1";"920,1";"4,6";"45,76"
31/10/2019;"18,8";"24,9";31;"0,4";1;2;35;88;"4,62";"19,72";"1,6";88;23:00:00;"13,6";"18,2";"916,7";"920,2";"2,11";"39,76"
30/10/2019;"17,2";"24,2";"31,2";"4,2";0;1;35;92;"4,85";"24,11";"1,9";91;23:00:00;"13,4";"19,1";"915,5";"920,4";"4,47";"41,47"
29/10/2019;"18,3";"25,7";"33,1";43;0;0;30;92;"5,29";"22,82";"1,8";330;23:00:00;"12,3";"18,4";914;"920,5";"5,29";"41,74"
28/10/2019;"19,9";"26,9";"33,9";"2,4";0;32;27;88;"5,36";"20,87";"1,9";75;22:00:00;"10,9";"18,3";916;"920,1";"2,52";"4,03"
27/10/2019;"17,6";"24,9";"32,2";0;1;31;33;80;"5,11";"24,06";"2,6";110;23:00:00;"12,2";"17,7";"916,5";"921,4";"0,22";"4,15"
26/10/2019;"16,6";"25,95";"35,3";6;0;30;25;84;"5,87";"24,17";"1,5";41;23:00:00;"11,5";17;"915,7";"920,8";"5,87";"4,37"
25/10/2019;"18,8";"26,55";"34,3";0;28;29;25;81;"5,54";"20,58";"2,1";104;23:00:00;"11,3";"19,9";"915,9";"920,6";"0,24";"4,24"
24/10/2019;"20,3";"25,85";"31,4";0;27;28;36;74;"4,58";"17,18";"3,9";76;22:00:00;"13,5";17;"916,1";"920,3";"0,21";"4,48"
23/10/2019;"19,7";"25,85";32;0;26;27;33;77;"4,84";"20,74";"3,7";85;22:00:00;"13,1";"17,2";"914,7";"918,9";"0,24";"4,69"
22/10/2019;19;"25,2";"31,4";"0,6";25;26;32;91;"4,73";"18,11";"3,5";96;23:00:00;"11,7";"18,6";"912,3";"915,5";"0,8";"4,93"
21/10/2019;"20,5";"23,9";"27,3";0;24;25;49;72;"2,82";"12,28";"0,4";224;23:00:00;"14,7";"17,6";912;"916,5";"0,15";"5,13"
20/10/2019;"20,7";"26,35";32;0;23;24;32;69;"4,74";"21,2";3;88;23:00:00;"12,7";16;"912,7";"917,8";"0,26";"5,28"
19/10/2019;"20,8";"28,4";36;0;22;23;20;61;"5,75";"21,44";"5,9";141;23:00:00;"6,9";"15,7";"913,8";919;"0,32";"5,54"
18/10/2019;"20,2";"27,3";"34,4";0;21;22;15;51;"5,45";"25,38";"1,6";91;23:00:00;"2,9";"10,4";"916,2";"921,1";"0,33";"5,86"
17/10/2019;"19,7";26;"32,3";0;20;21;16;66;"4,93";"25,72";"4,2";82;23:00:00;2;"13,7";"918,1";"922,1";"0,32";"6,19"
16/10/2019;"19,9";"25,85";"31,8";0;19;20;24;66;"4,76";"24,11";2;76;23:00:00;"6,5";"15,2";"917,3";"922,3";"0,31";"6,51"
15/10/2019;"20,1";"26,8";"33,5";0;18;19;15;48;"5,24";"26,41";"1,7";113;23:00:00;"2,8";"10,7";"916,6";"920,9";"0,37";"6,82"
14/10/2019;"19,8";"26,15";"32,5";0;17;18;14;59;"4,98";"27,66";2;52;23:00:00;"1,1";14;"915,4";"920,2";"0,37";"7,19"
13/10/2019;"20,3";"26,75";"33,2";0;16;17;18;62;"5,14";"27,78";"2,9";78;23:00:00;"4,6";"14,4";"916,7";"921,1";"0,4";"7,56"
12/10/2019;"19,4";"26,15";"32,9";0;15;16;24;68;"5,14";"26,67";"2,4";96;23:00:00;"8,8";"14,8";"917,4";"922,5";"0,42";"7,96"
11/10/2019;19;"24,4";"29,8";0;14;15;32;75;"3,94";"25,39";"1,2";71;23:00:00;"10,5";15;919;"922,9";"0,33";"8,38"
10/10/2019;"20,5";25;"29,5";0;13;14;40;72;"3,6";"16,36";"1,8";112;23:00:00;"13,1";"16,5";"918,2";"921,3";"0,32";"8,71"
09/10/2019;"20,2";"25,9";"31,6";0;12;13;34;72;"4,66";"18,58";2;72;23:00:00;"12,4";"16,4";"916,9";"921,5";"0,43";"9,03"
08/10/2019;"20,5";"26,5";"32,5";0;11;12;30;61;"4,91";"23,09";"2,2";148;23:00:00;"11,6";"16,4";916;"920,3";"0,48";"9,46"
07/10/2019;"19,3";"25,2";"31,1";0;10;11;33;67;"4,6";"25,42";"3,4";93;23:00:00;"12,1";15;"916,1";"920,3";"0,47";"9,94"
06/10/2019;"18,7";"24,95";"31,2";0;9;10;32;69;"4,69";"24,42";"3,4";97;23:00:00;11;"14,8";"915,6";"919,4";"0,5";"10,41"
05/10/2019;"17,9";"24,2";"30,5";0;8;9;26;75;"4,37";"21,11";3;97;21:00:00;"8,3";"14,5";"915,7";"920,7";"0,48";"10,91"
04/10/2019;18;"23,85";"29,7";0;7;8;27;70;"3,99";"22,8";"3,2";104;23:00:00;"7,7";13;"917,5";"921,8";"0,47";"11,39"
03/10/2019;"18,5";"24,95";"31,4";0;6;7;25;54;"4,78";"25,6";"3,3";97;23:00:00;"7,6";"10,5";"916,2";"920,1";"0,58";"11,86"
02/10/2019;"17,3";"24,6";"31,9";0;5;6;22;77;"5,05";"26,07";"3,9";97;23:00:00;7;"13,5";"915,3";"919,6";"0,64";"12,44"
01/10/2019;18;"24,55";"31,1";0;4;5;27;78;"4,74";"24,79";"3,2";95;23:00:00;9;"14,7";"916,5";"920,6";"0,64";"13,08"
30/09/2019;"18,1";"24,55";31;0;3;4;28;82;"4,69";"21,78";"2,8";106;23:00:00;"9,5";"16,1";"915,9";"920,5";"0,65";"13,72"
29/09/2019;"18,6";"24,2";"29,8";0;2;3;35;81;"3,91";"19,79";"3,4";110;23:00:00;"11,9";"16,5";"915,2";"920,3";"0,58";"14,37"
28/09/2019;"17,3";"22,5";"27,7";0;1;2;44;82;"3,24";"19,71";"2,4";103;23:00:00;"13,5";"16,2";"917,6";"921,7";"0,49";"14,95"
27/09/2019;"14,7";"21,4";"28,1";"6,6";0;1;40;92;"3,73";"23,21";"0,9";251;22:00:00;"12,4";"15,9";"916,9";"921,2";"3,73";"15,44"
26/09/2019;"15,9";"16,95";18;"11,4";0;0;68;91;"0,79";"3,38";0;99;23:00:00;"11,9";16;"918,9";"922,3";"0,79";"12,57"
25/09/2019;16;"18,55";"21,1";"1,4";0;133;52;87;"1,38";"6,28";2;120;22:00:00;"10,5";14;"919,7";"923,9";"1,38";"1,96"
24/09/2019;"14,5";"21,7";"28,9";0;35;132;28;70;"4,08";"23,86";"4,5";89;23:00:00;"7,8";"11,3";"920,3";"926,2";"0,08";"1,94"
23/09/2019;"17,5";"21,2";"24,9";0;34;131;45;72;"2,24";"12,19";4;150;23:00:00;"11,2";"15,9";"921,4";"925,4";"0,04";"2,02"
22/09/2019;"21,4";"26,3";"31,2";0;33;130;36;64;"4,06";"20,99";3;128;23:00:00;"12,9";"15,6";"917,6";"921,7";"0,09";"2,06"
21/09/2019;"22,3";"28,5";"34,7";0;32;129;23;57;"5,36";"20,07";"3,1";81;23:00:00;"9,9";"15,3";"916,1";920;"0,12";"2,15"
20/09/2019;"21,6";28;"34,4";0;31;128;19;53;"5,34";"20,31";"3,5";93;23:00:00;"6,5";"14,9";"915,7";"919,8";"0,12";"2,27"
19/09/2019;22;"28,5";35;0;30;127;16;46;"5,45";"19,55";"2,3";103;23:00:00;"4,4";"10,8";"913,4";"917,8";"0,14";"2,39"
18/09/2019;"18,6";"26,55";"34,5";0;29;126;13;64;"5,59";"22,8";"0,7";134;23:00:00;"1,8";"12,6";"913,6";918;"0,14";"2,53"
17/09/2019;"18,7";"26,2";"33,7";0;28;125;15;65;"5,4";"22,4";1;47;23:00:00;"3,1";"12,7";"915,1";"921,3";"0,15";"2,67"
16/09/2019;19;"24,2";"29,4";0;27;124;30;64;"3,6";"23,1";3;96;23:00:00;"9,5";"13,9";"919,2";"922,7";"0,1";"2,82"
15/09/2019;"18,4";"24,05";"29,7";0;26;123;34;75;"3,8";"22,13";"2,4";108;23:00:00;"11,3";"14,4";"919,8";"923,6";"0,12";"2,92"
14/09/2019;"19,9";"25,6";"31,3";0;25;122;20;70;"4,6";"22,08";"1,5";89;23:00:00;"3,7";"15,1";"918,5";"923,1";"0,14";"3,04"
13/09/2019;"21,2";"28,8";"36,4";0;24;121;14;57;"5,8";"21,17";"3,6";124;23:00:00;"2,8";"13,1";"917,2";"920,6";"0,19";"3,18"
12/09/2019;"19,2";"27,3";"35,4";0;23;120;15;68;"5,74";"22,1";"1,9";85;23:00:00;"3,2";"13,6";"916,9";921;"0,2";"3,37"
11/09/2019;"18,1";"26,35";"34,6";0;22;119;19;73;"5,65";"22,16";"3,2";97;23:00:00;"6,5";"13,8";"916,4";"921,4";"0,21";"3,57"
10/09/2019;18;"25,8";"33,6";0;21;118;17;63;"5,44";"22,63";"2,2";103;23:00:00;"4,3";"11,7";"918,7";"923,6";"0,21";"3,78"
09/09/2019;"15,9";"22,05";"28,2";0;20;117;24;72;"3,49";"23,16";"2,2";100;23:00:00;"5,3";"12,5";921;"925,6";"0,14";"3,99"
08/09/2019;"17,2";"22,35";"27,5";0;19;116;38;75;"3,06";"22,48";2;93;23:00:00;"11,1";"13,8";"923,1";"927,2";"0,13";"4,13"
07/09/2019;"16,7";"22,95";"29,2";0;18;115;34;78;"3,77";"19,51";"1,8";87;23:00:00;"10,8";"14,6";"922,7";"927,7";"0,16";"4,26"
06/09/2019;"18,8";"22,45";"26,1";0;17;114;46;75;"2,4";"16,32";"3,2";105;23:00:00;13;"15,2";923;"926,3";"0,11";"4,42"
05/09/2019;"17,9";24;"30,1";0;16;113;31;70;"3,97";"21,08";"3,2";99;23:00:00;8;"15,2";"921,3";"924,8";"0,18";"4,53"
04/09/2019;"20,6";"27,15";"33,7";0;15;112;18;59;"5,24";"21,24";"2,9";96;23:00:00;5;"12,7";920;"923,4";"0,25";"4,71"
03/09/2019;"19,8";"26,7";"33,6";0;14;111;22;65;"5,29";"20,97";2;62;23:00:00;"8,5";"14,4";"917,9";"921,6";"0,27";"4,96"
02/09/2019;"19,1";"24,75";"30,4";0;13;110;29;64;"3,9";"19,01";"2,7";103;23:00:00;"9,2";"13,6";917;"921,3";"0,21";"5,23"
01/09/2019;"16,8";"24,9";33;0;12;109;21;76;"5,39";"19,95";"1,2";74;23:00:00;"6,8";"12,9";"915,7";"920,2";"0,3";"5,44"
31/08/2019;"16,5";"23,65";"30,8";0;11;108;25;69;"4,8";"21,02";"1,1";103;23:00:00;"7,6";"12,2";"917,8";"922,7";"0,29";"5,74"
30/08/2019;"14,6";"21,55";"28,5";0;10;107;27;73;"3,72";"20,59";"1,7";74;23:00:00;"6,7";"11,8";"918,8";"923,8";"0,22";"6,03"
29/08/2019;"14,2";"19,1";24;0;9;106;32;71;"2,19";"14,74";"2,3";99;23:00:00;"5,6";"10,2";"921,3";925;"0,14";"6,25"
28/08/2019;"15,1";"20,35";"25,6";0;8;105;33;74;"2,59";"18,66";"2,6";106;22:00:00;"7,1";"11,5";"922,1";"925,7";"0,17";"6,39"
27/08/2019;"15,4";"21,7";28;0;7;104;29;74;"3,4";"21,44";"2,7";88;23:00:00;"6,4";12;923;"926,9";"0,23";"6,56"
26/08/2019;"15,9";"21,15";"26,4";0;6;103;33;77;"2,76";"18,84";"2,4";97;23:00:00;8;"12,6";"923,7";"927,2";"0,19";"6,79"
25/08/2019;"15,2";"20,75";"26,3";0;5;102;33;72;"2,8";"19,79";"1,7";108;23:00:00;"8,1";"12,5";"923,4";"927,1";"0,19";"6,98"
24/08/2019;"13,4";"20,45";"27,5";0;4;101;25;90;"3,44";"20,37";"3,3";111;22:00:00;5;"14,3";"920,9";"924,5";"0,26";"7,17"
23/08/2019;"16,2";"21,05";"25,9";0;3;100;49;81;"2,55";"10,79";"1,4";91;23:00:00;"12,5";15;"918,8";924;"0,19";"7,43"
22/08/2019;"17,9";"22,4";"26,9";0;2;99;43;77;"2,68";"14,73";"3,1";86;23:00:00;"12,6";15;"921,3";925;"0,2";"7,62"
21/08/2019;"17,9";"23,5";"29,1";0;1;98;33;74;"3,46";"17,43";"2,4";99;23:00:00;"11,2";"14,3";920;"924,1";"0,28";"7,82"
20/08/2019;17;23;29;"7,55";0;97;;;"3,53";;;;;;;;;"3,53";"8,1"
19/08/2019;"14,5";"22,65";"30,8";0;;;21;73;;"18,38";"2,4";96;23:00:00;"5,4";11;918;"921,8";;
18/08/2019;"12,7";"20,45";"28,2";0;;;24;72;;"18,32";"0,9";291;22:00:00;"4,6";"9,9";919;924;;
17/08/2019;"12,1";"18,4";"24,7";0;;;25;72;;"20,36";"1,5";99;23:00:00;"2,4";"8,2";"920,8";"926,3";;
16/08/2019;"12,1";"18,4";"24,7";0;;;31;75;;"20,12";"3,1";87;23:00:00;6;"9,7";"923,8";"928,7";;
15/08/2019;"14,1";"19,1";"24,1";0;;;35;72;;"19,63";"2,2";109;23:00:00;"7,3";"12,2";"925,4";"930,4";;
14/08/2019;17;"21,8";"26,6";0;;;37;78;;"14,03";"3,3";143;23:00:00;10;"14,5";"921,8";"926,1";;
13/08/2019;"14,4";"22,5";"30,6";0;;;22;77;;"18,92";"1,9";45;22:00:00;"5,9";"11,8";"919,6";"923,9";;
12/08/2019;"17,1";"22,65";"28,2";0;;;28;68;;"19,1";"1,5";41;23:00:00;"7,2";"13,3";921;"925,2";;
11/08/2019;"16,5";"23,3";"30,1";0;;;29;80;;"16,59";"1,6";119;23:00:00;"7,8";"14,2";"921,7";"925,8";;
10/08/2019;"17,4";"23,5";"29,6";0;;;26;73;;"19,07";"1,9";91;23:00:00;"7,1";"13,6";"921,8";"926,1";;
09/08/2019;"16,7";"22,75";"28,8";0;;;27;84;;"18,7";"1,3";98;23:00:00;"6,8";"14,6";"921,7";"926,9";;
08/08/2019;"16,7";"22,7";"28,7";0;;;34;88;;"18,88";"2,2";80;22:00:00;11;"15,3";"923,9";"928,5";;
07/08/2019;"17,1";"21,35";"25,6";0;;;45;77;;"12,34";"1,6";96;23:00:00;12;14;"926,4";"929,7";;
06/08/2019;"15,7";"18,4";"21,1";0;;;56;75;;"8,68";"2,4";74;23:00:00;"10,9";"12,5";"927,3";"930,3";;
05/08/2019;"13,3";"18,4";"23,5";0;;;44;77;;"14,78";3;100;23:00:00;"9,2";"11,7";"926,6";"929,9";;
04/08/2019;"16,8";"20,5";"24,2";0;;;47;73;;"14,17";"3,6";136;23:00:00;"11,2";"13,5";"921,1";"926,7";;
03/08/2019;"16,8";"22,85";"28,9";0;;;29;70;;"12,88";"2,2";112;23:00:00;"7,7";"12,4";"919,5";"922,2";;
02/08/2019;"14,7";"22,6";"30,5";0;;;16;78;;"18,42";"1,7";93;23:00:00;"0,5";"11,7";"918,6";"922,7";;
01/08/2019;13;"20,5";28;0;;;;;;"14,75";"3,2";75;22:00:00;;;;;;
31/07/2019;18;"18,8";"19,6";0;;;63;68;;0;"0,8";77;02:00:00;12;"12,4";"921,7";"922,1";;
30/07/2019;"16,3";"21,25";"26,2";0;;;35;77;;"14,7";"2,3";98;23:00:00;"8,4";13;"920,5";"924,5";;
29/07/2019;"11,7";"19,15";"26,6";0;;;30;79;;"18,07";"2,2";93;23:00:00;"6,3";"11,2";"921,6";"925,3";;
28/07/2019;"12,4";"19,65";"26,9";0;;;25;80;;"18,21";"2,3";112;23:00:00;"4,2";"10,2";922;926;;
27/07/2019;"11,8";"18,45";"25,1";0;;;32;78;;"16,31";"1,8";92;22:00:00;"6,1";"11,6";924;"928,4";;
26/07/2019;"15,9";"20,65";"25,4";0;;;31;80;;"14,46";"2,4";99;23:00:00;"5,1";"13,4";"924,2";"927,8";;
25/07/2019;"15,3";"20,55";"25,8";0;;;44;70;;"17,61";"1,3";85;23:00:00;"8,1";"13,5";"922,8";"925,7";;
24/07/2019;"14,7";"21,1";"27,5";0;;;30;77;;"17,8";"1,8";77;23:00:00;"4,8";13;922;"925,5";;
23/07/2019;"14,7";"19,95";"25,2";0;;;33;82;;"17,86";"2,9";112;23:00:00;"7,1";"12,3";923;"926,9";;
22/07/2019;"14,5";"19,2";"23,9";0;;;40;82;;"14,36";"2,5";101;23:00:00;"8,5";"12,3";"924,2";"927,3";;
21/07/2019;"13,2";"18,2";"23,2";0;;;38;81;;"15,45";"2,9";98;22:00:00;"7,1";"11,9";"924,1";927;;
20/07/2019;"12,9";"17,55";"22,2";0;;;38;80;;"16,37";"3,3";93;23:00:00;"5,6";"10,1";"924,5";"927,7";;
19/07/2019;"11,6";"17,4";"23,2";0;;;39;80;;"17,36";"2,3";70;23:00:00;"6,6";"9,9";"924,9";"928,9";;
18/07/2019;"13,2";"17,6";22;0;;;38;71;;"17,11";"3,4";108;22:00:00;"6,6";"9,4";"924,6";"927,9";;
17/07/2019;"13,4";"18,05";"22,7";0;;;44;86;;"16,92";"2,1";94;22:00:00;"8,8";"12,1";920;"925,2";;
16/07/2019;"14,1";"21,2";"28,3";0;;;26;73;;"15,75";"0,9";182;23:00:00;"5,7";"11,1";"917,2";"920,5";;
15/07/2019;"13,3";"20,95";"28,6";0;;;21;80;;"15,05";"0,1";176;23:00:00;"4,1";"11,6";"917,7";"920,8";;
14/07/2019;"13,3";"21,1";"28,9";0;;;23;83;;"16,29";"0,3";271;23:00:00;5;"12,7";"918,2";"922,1";;
13/07/2019;"11,5";"20,2";"28,9";0;;;19;89;;"16,49";"1,1";279;22:00:00;"2,6";"11,5";"919,3";"923,5";;
